Word,stress_pattern
iffy,1-0
ifs,1
igloo,1-0
igneous,1-0-0
ignite,0-1
ignited,0-1-0
ignites,0-1
igniting,0-1-0
ignition,0-1-0
ignoble,0-1-0
ignominious,2-0-1-0-0
ignominy,1-0-2-0
ignoramus,2-0-1-0
ignorance,1-0-0
ignorant,1-0-0
ignore,0-1
ignored,0-1
ignores,0-1
ignoring,0-1-0
iguana,0-1-0
iguanas,0-1-0
Ike,1
Il,1
Iliad,1-0-0
ilk,1
Ilka,1-0
ill,1
illegal,0-1-0
illegality,2-0-1-0-0
illegally,0-1-0-0
illegals,0-1-0
illegible,0-1-0-0
illegitimacy,2-0-1-0-0-0
illegitimate,2-0-1-0-0
illicit,0-1-0
illicitly,1-0-0-0
Illinois,2-0-1
Illinois,2-0-1
illiteracy,0-1-0-0-0
illiterate,0-1-0-0
illiterates,2-1-0-0
illness,1-0
illnesses,1-0-0
illogic,0-1-0
illogical,0-1-0-0
ills,1
illuminate,0-1-0-0
illuminated,0-1-0-2-0
illuminates,0-1-0-2
illuminating,0-1-0-2-0
illumination,0-2-0-1-0
illumined,0-1-0
illusion,0-1-0
illusionary,0-1-0-2-0
illusionist,0-1-0-0
illusionists,0-1-0-0
illusionists,0-1-0-0
illusionists,0-1-0-0
illusions,0-1-0
illusive,0-1-0
illusory,0-1-0-0
illustrate,1-0-2
illustrated,1-0-2-0
illustrated,1-0-2-0
illustrates,1-0-2
illustrating,1-0-2-0
illustration,2-0-1-0
illustrations,2-0-1-0
illustrative,0-1-0-0
illustrator,1-0-2-0
illustrators,1-0-2-0
illustrious,0-1-0-0
im,1
image,1-0
image,1-0
imagery,1-0-0
imagery,1-0-0
images,1-0-0
images,1-0-0
imaginable,0-1-0-0-0
imaginary,0-1-0-2-0
imagination,0-2-0-1-0
imaginations,0-2-0-1-0
imaginative,0-1-0-0-0
imagine,0-1-0
imagined,0-1-0
imagines,0-1-0
imaging,1-0-0
imagining,0-1-0-0
imam,1-0
imbalance,0-1-0
imbalances,0-1-0-0
imbecile,1-0-0
imbecile,1-0-0
imbeciles,1-0-0
imbeciles,1-0-0
imbed,0-1
imbedded,0-1-0
imbibe,0-1
imbibed,0-1
imbroglio,0-1-0
imbue,0-1
imbued,0-1
imitate,1-0-2
imitated,1-0-2-0
imitates,1-0-2
imitating,1-0-2-0
imitation,2-0-1-0
imitations,2-0-1-0
imitative,1-0-2-0
imitator,1-0-2-0
imitators,1-0-2-0
immaculate,0-1-0-0
immaculately,0-1-0-0-0
immaterial,2-0-1-0-0
immature,2-0-1
immaturity,2-0-1-0-0
immeasurable,0-1-0-2-0
immeasurably,0-1-0-2-0
immediacy,0-1-0-0-0
immediate,0-1-0-0
immediately,0-1-0-0-0
immemorial,2-0-1-0-0
immense,0-1
immensely,0-1-0
immerse,0-1
immersed,0-1
immersion,0-1-0
immigrant,1-0-0
immigrants,1-0-0
immigrate,1-0-2
immigrated,1-0-2-0
immigration,2-0-1-0
imminence,1-0-0
imminent,1-0-0
imminently,1-0-0-0
immobile,0-1-0
immobile,0-1-2
immobile,0-1-2
immobility,2-0-1-0-0
immobilize,0-1-0-2
immobilized,0-1-0-2
immobilizing,0-1-0-2-0
immolate,1-0-2
immolated,1-0-2-0
immolation,1-0-2-0
immoral,0-1-0
immorality,2-0-1-0-0
immortal,0-1-0
immortality,2-0-1-0-0
immortalize,0-1-0-0
immortalized,0-1-0-0
immortalizing,0-1-0-0-0
immortals,0-1-0
immovable,0-1-0-0
immune,0-1
immunities,0-1-0-0
immunity,0-1-0-0
immunity,0-1-0-0
immunization,2-0-0-1-0
immunizations,2-0-0-1-0
immunize,1-0-2
immunized,1-0-2
immunizing,1-0-2-0
immunologist,2-0-1-0-0
immunotherapy,2-0-0-1-0-0
immutable,0-1-0-0
imp,1
impact,0-1
impact,1-0
impacted,0-1-0
impacted,1-2-0
impacting,0-1-0
impacts,0-1
impacts,1-0
impacts,0-1
impacts,1-0
impair,0-1
impaired,0-1
impairing,0-1-0
impairment,0-1-0
impairs,0-1
impala,0-1-0
impale,0-1
impaled,0-1
impales,0-1
impaling,0-1-0
impanel,0-1-0
impaneled,0-1-0
impart,0-1
imparted,0-1-0
impartial,0-1-0
impartiality,0-2-0-1-0-0
impartially,0-1-0-0
imparting,0-1-0
imparts,0-1
impassable,0-1-0-0
impasse,0-1
impasse,1-2
impassion,0-1-0
impassioned,0-1-0
impassive,0-1-0
impatience,0-1-0
impatiens,0-1-0
impatient,0-1-0
impatiently,0-1-0-0
impeach,0-1
impeachable,0-1-0-0
impeached,0-1
impeaching,0-1-0
impeachment,0-1-0
impeccable,0-1-0-0
impeccably,0-1-0-0
impede,0-1
impeded,0-1-0
impedes,0-1
impediment,0-1-0-0
impediments,0-1-0-0
impeding,0-1-0
impel,0-1
impelled,0-1
impending,0-1-0
impenetrable,0-1-0-0-0
imperative,0-1-0-0
imperatives,0-1-0-0
imperceptible,2-0-1-0-0
imperceptibly,2-0-1-0-0
imperfect,0-1-0
imperfection,2-0-1-0
imperfections,2-0-1-0
imperfectly,0-1-0-0
imperial,0-1-0-0
imperialism,0-1-0-0-2-0
imperialist,0-1-0-0-0
imperialistic,0-2-0-0-1-0
imperialists,0-1-0-0-0
imperialists,0-1-0-0-0
imperialists,0-1-0-0-0
imperil,0-1-0
imperils,0-1-0
imperious,0-1-0-0
impersonal,0-1-0-0
impersonate,0-1-0-2
impersonated,0-1-0-2-0
impersonates,0-1-0-2
impersonating,0-1-0-2-0
impersonation,2-0-0-1-0
impersonator,0-1-0-0-0
impersonators,0-1-0-2-0
impertinent,0-1-0-0
impervious,0-1-0-0
impetuous,0-1-0
impetus,1-0-0
impinge,0-1
impinged,0-1
impinges,0-1-0
impinging,0-1-0
impious,0-1-0
impish,1-0
implacable,0-1-0-0
implant,0-1
implant,1-2
implantable,1-2-0-0
implantation,0-0-1-0
implanted,0-1-0
implanting,0-1-0
implants,0-1
implants,1-2
implausible,0-1-0-0
implement,1-0-0
implementation,2-0-0-1-0
implemented,1-0-2-0
implemented,1-0-2-0
implementing,1-0-2-0
implementing,1-0-2-0
implements,1-0-0
implicate,1-0-2
implicated,1-0-2-0
implicates,1-0-2
implicating,1-0-2-0
implication,2-0-1-0
implications,2-0-1-0
implicit,0-1-0
implicitly,0-1-0-0
implied,0-1
implies,0-1
implode,0-1
imploded,0-1-0
implodes,0-1
imploding,0-1-0
implore,0-1
implored,0-1
imploring,0-1-0
implosion,0-1-0
imply,0-1
implying,0-1-0
impolite,0-0-2
imponderables,0-1-0-0-0
import,0-1
import,1-0
importance,0-1-0
important,0-1-0
importantly,0-1-0-0
importation,2-0-1-0
imported,0-1-0
importer,0-1-0
importers,0-1-0
importing,0-1-0
imports,0-1
imports,1-0
impose,0-1
imposed,0-1
imposes,0-1-0
imposes,0-1-0
imposing,0-1-0
imposition,2-0-1-0
impossibility,0-2-0-1-0-0
impossible,0-1-0-0
impossibly,0-1-0-0
impostor,0-1-0
impostors,0-1-0
impotence,1-0-0
impotent,1-0-0
impound,0-1
impounded,0-1-0
impounding,0-1-0
impounds,0-1
impoverish,0-1-0
impoverished,0-1-0
impoverishes,0-1-0-0
impoverishment,0-1-0-0
impracticable,0-1-0-0-0
impractical,0-1-0-0
impractical,0-1-0-0
imprecise,1-0-2
impregnable,0-1-0-0
impregnate,0-1-2
impregnated,0-1-2-0
impregnating,0-1-2-0
impregnation,0-1-1-0
impresario,2-0-1-0-2
impress,0-1
impress,1-2
impressed,0-1
impresses,0-1-0
impressing,0-1-0
impression,0-1-0
impressionable,0-1-0-0-0
impressionism,0-1-0-2-0
impressionist,0-1-0-0
impressionist,0-1-0-0
impressionistic,0-2-0-1-0
impressionists,0-1-0-0
impressionists,0-1-0-0
impressionists,0-1-0-0
impressions,0-1-0
impressive,0-1-0
impressively,0-1-0-0
impressment,0-1-0
imprimatur,2-0-1-0
imprint,0-1
imprint,1-0
imprinted,0-1-0
imprinted,0-1-0
imprinting,0-1-0
imprinting,0-1-0
imprints,0-1
imprison,0-1-0
imprisoned,0-1-0
imprisoning,0-1-0-0
imprisonment,0-1-0-0
imprisons,0-1-0
improbable,0-1-0-0
impromptu,0-1-0
improper,0-1-0
improperly,0-1-0-0
improprieties,2-0-1-0-0
impropriety,2-0-1-0-0
improve,0-1
improved,0-1
improvement,0-1-0
improvements,0-1-0
improves,0-1
improving,0-1-0
improvisation,2-0-0-1-0
improvisational,2-0-0-1-0-0
improvise,1-0-2
improvise,2-0-1
improvised,1-0-2
improvises,1-0-2-0
improvises,2-0-1-0
improvising,1-0-2-0
imprudence,0-1-0
imprudent,0-1-0
imprudently,0-1-0-0
impugn,0-1
impugned,0-1
impugning,0-1-0
impugns,0-1
impulse,0-1
impulse,1-0
impulses,0-1-0
impulses,1-0-0
impulsive,0-1-0
impulsively,0-1-0-0
impunity,0-1-0-0
impure,0-1
impurities,0-1-0-0
impurity,0-1-0-0
imputation,2-0-1-0
impute,0-1
imputed,0-1-0
in,0
in,1
inability,2-0-1-0-0
inaccessibility,2-0-2-0-1-0-0
inaccessible,2-0-1-0-0
inaccuracies,0-1-0-2-0
inaccuracy,0-1-0-0-0
inaccurate,0-1-0-0
inaccurately,0-1-0-0-0
inaction,0-1-0
inactive,0-1-0
inactivity,0-0-1-0-0
inadequacies,0-1-0-0-0
inadequacy,0-1-0-0-0
inadequate,0-1-0-0
inadequate,0-1-0-2
inadequately,0-1-0-0-0
inadmissible,0-0-1-0-0
inadmissible,0-0-1-0-0
inadvertence,2-0-1-0
inadvertence,2-0-1-0
inadvertent,2-0-1-0
inadvertent,2-0-1-0
inadvertently,2-0-1-0-0
inadvertently,2-0-1-0-0
inadvisable,0-0-1-0-0
inadvisable,0-0-1-0-0
inalienable,0-1-0-0-0
inane,0-1
inanimate,0-1-0-0
inapplicable,0-1-0-0-0
inappropriate,2-0-1-0-0
inappropriately,0-0-1-0-0-0
inarticulate,0-0-1-0-0
inasmuch,0-1-0
inattention,0-0-1-0
inattentive,2-0-1-0
inaudible,0-1-0-0
inaugural,0-1-0-0
inaugural,0-1-0-0
inaugurate,0-1-0-0
inaugurate,0-1-0-0
inaugurated,0-1-0-2-0
inaugurated,0-1-0-2-0
inaugurates,0-1-0-0
inauguration,0-2-0-1-0
inauspicious,0-2-1-0
inboard,1-2
inborn,1-2
inbound,0-1
inbound,1-0
inbred,1-2
inbreeding,2-1-0
Inc,1
Inca,1-0
incalculable,0-1-0-0-0
incandescent,2-0-1-0
incantation,0-1-1-0
incapable,0-1-0-0
incapacitate,0-0-1-0-2
incapacitated,0-0-1-0-2-0
incapacitating,0-0-1-0-2-0
incapacitation,0-0-2-0-1-0
incapacity,0-0-1-0-0
incarcerate,0-1-0-2
incarcerated,0-1-0-2-0
incarcerating,0-1-0-2-0
incarceration,0-2-0-1-0
incarnate,0-1-0
incarnate,0-1-2
incarnation,0-1-1-0
incarnations,0-0-1-0
Incas,1-0
incase,0-1
incendiary,0-1-0-0-0
incense,0-1
incense,1-2
incensed,1-2
incentive,0-1-0
incentive,0-1-0
incentives,0-1-0
incentives,0-1-0
inception,0-1-0
incessant,0-1-0
incessantly,0-1-0-0
incest,1-2
incestuous,0-1-0
inch,1
inched,1
inches,1-0
inches,1-0
inching,1-0
incidence,1-0-0
incidence,1-0-0
incidences,1-0-0-0
incident,1-0-0
incidental,2-0-1-0
Incidentally,2-0-1-0-0
Incidentally,2-0-1-0
incidentals,2-0-1-0
incidents,1-0-0
incinerate,0-1-0-2
incinerated,0-1-0-2-0
incinerating,0-1-0-2-0
incineration,0-1-0-2-0
incinerator,0-1-0-2-0
incinerators,0-1-0-2-0
incipient,0-1-0-0
incise,0-1
incised,0-1
incision,0-1-0
incisions,0-1-0
incisive,0-1-0
incisor,0-1-0
incisors,0-1-0
incite,0-1
incited,0-1-0
incitement,0-1-0
incites,0-1
inciting,0-1-0
inclement,0-1-0
inclement,1-0-0
inclination,2-0-1-0
inclinations,2-0-1-0
incline,0-1
incline,1-0
inclined,0-1
inclines,0-1
inclines,1-0
include,0-1
included,0-1-0
included,0-1-0
includes,0-1
including,0-1-0
inclusion,0-1-0
inclusions,0-1-0
inclusive,0-1-0
inclusiveness,0-1-0-0
inclusiveness,0-1-0-0
incognito,0-0-1-0
incoherent,0-0-1-0
incoherently,0-0-1-0-0
income,1-2
incomes,1-2
Incoming,1-2-0
incommunicado,2-0-2-0-1-0
incomparable,0-1-0-0-0
incomparably,0-1-0-0-0
incompatibility,0-2-0-0-1-0-0
incompatible,0-0-1-0-0
incompetence,0-1-0-0
incompetency,0-1-0-0-0
incompetent,0-1-0-0
incompetently,0-1-0-0-0
incompetents,0-1-0-0
incomplete,0-0-1
incomprehensible,0-2-0-1-0-0
inconceivable,2-0-1-0-0
inconclusive,0-0-1-0
incongruity,2-0-1-0-0
incongruous,0-1-0-0
inconsequential,0-2-0-1-0
inconsistencies,0-1-0-2-0
inconsistency,2-0-1-0-0
inconsistent,2-0-1-0
inconspicuous,0-1-0-0
incontinence,0-1-0-0
incontinent,0-1-0-0
incontrovertible,0-2-0-1-0-0
inconvenience,2-0-1-0
inconvenienced,2-0-1-0
inconveniences,2-0-1-0-0
inconvenient,2-0-1-0
incorporate,0-1-0-2
Incorporated,0-1-0-2-0
Incorporated,0-1-0-2-0
incorporates,0-1-0-2
incorporating,0-1-0-2-0
incorporation,0-2-0-1-0
incorrect,0-0-1
incorrectly,0-0-1-0
incorrigible,0-1-0-0-0
increase,0-1
increase,1-2
increased,0-1
increased,1-2
increases,0-1-0
increases,1-0-0
increases,0-1-0
increasing,0-1-0
increasingly,0-1-0-0
increasingly,0-1-0-0
incredible,0-1-0-0
incredibly,0-1-0-0
incredulity,2-0-1-0-0
incredulous,0-1-0-0
increment,1-0-0
incremental,2-0-1-0
incremental,2-0-1-0
incrementally,0-0-1-0-0
incrementally,0-0-1-0-0
increments,1-0-0
incriminate,0-1-0-2
incriminating,0-1-0-2-0
incubate,1-0-2
incubating,1-0-2-0
incubation,2-0-1-0
incubator,1-0-2-0
incubators,1-0-2-0
inculcated,1-0-2-0
incumbent,0-1-0
incumbents,0-1-0
incur,0-1
incurable,0-1-0-0
incurred,0-1
incurring,0-1-0
incurs,0-1
incursion,0-1-0
incursions,0-1-0
indebted,0-1-0
indebted,0-1-0
indebtedness,0-1-0-0
indecency,0-1-0-0
indecent,0-1-0
indecision,0-0-1-0
indecisive,2-0-1-0
indecisiveness,0-1-0-0-0
indeed,0-1
indefatigable,2-0-1-0-0-0
indefensible,0-0-1-0-0
indefinable,0-0-1-0-0
indefinite,0-1-0-0
indefinitely,0-1-0-0-0
indelible,0-1-0-0
indelibly,0-1-0-0
indelicate,0-1-0-0
indemnification,0-2-0-0-1-0
indemnified,0-1-0-2
indemnify,0-1-0-2
indemnity,0-1-0-0
indemnity,0-1-0-0
indent,0-1
indentation,0-2-1-0
indenture,0-1-0
indentured,0-1-0
indentures,0-1-0
independence,2-0-1-0
independent,2-0-1-0
independently,2-0-1-0-0
independents,2-0-1-0
indescribable,2-0-1-0-0
indestructible,2-0-1-0-0
indeterminate,2-0-1-0-0
index,1-0
indexed,1-0
indexer,1-2-0
indexes,1-0-0
indexing,1-0-0
India,1-0-0
Indian,1-0-0
Indiana,2-0-1-0
Indianapolis,2-0-0-1-0-0
Indians,1-0-0
indicate,1-0-2
indicated,1-0-2-0
indicated,1-0-2-0
indicates,1-0-2
indicating,1-0-2-0
indication,2-0-1-0
indications,2-0-1-0
indicative,0-1-0-0
indicator,1-0-2-0
indicators,1-0-2-0
indices,1-0-0
indices,1-0-2
indict,0-1
indicted,0-1-0
indicted,0-1-0
indicting,0-1-0
indictment,0-1-0
indictments,0-1-0
indie,1-0
indies,1-0
indifference,0-1-0-0
indifference,0-1-0
indifferent,0-1-0-0
indifferent,0-1-0
indigenous,0-1-0-0
indigent,1-0-0
indigents,1-0-0
indigestion,2-0-1-0
indignant,0-1-0
indignantly,0-1-0-0
indignation,2-0-1-0
indignities,0-1-0-0
indignity,0-1-0-0
indigo,1-0-2
indigo,1-0-2
indirect,0-0-1
indirectly,0-0-1-0
indirectly,0-0-1-0
indiscreet,0-0-1
indiscretion,2-0-1-0
indiscretions,2-0-1-0
indiscriminate,0-0-1-0-0
indiscriminately,2-0-1-0-0-0
indispensable,2-0-1-0-0
indisputable,2-0-1-0-0
indisputably,0-1-0-2-0
Indistinct,0-0-1
indistinguishable,0-0-1-0-0-0
indite,0-1
individual,2-0-1-0-0
individualism,2-0-0-1-0-2-0
individualist,2-0-0-1-0-0
individualistic,2-0-2-0-0-1-0
individualists,2-0-1-0-0-0
individualists,2-0-1-0-0-0
individualists,2-0-1-0-0-0
individuality,0-2-0-0-1-0-0
individualize,2-0-1-0-0
individualize,2-0-1-0-0-0
individualized,2-0-1-0-0
individualized,2-0-1-0-0-0
individually,2-0-1-0-0
individually,2-0-1-0-0-0
individuals,2-0-1-0-0
indivisible,2-0-1-0-0
Indochina,2-0-1-0
indoctrinated,0-1-0-2-0
indoctrination,0-2-0-1-0
indolent,1-0-0
indomitable,0-1-0-0-0
Indonesia,2-0-1-0
Indonesian,2-0-1-0
indoor,1-2
indoors,1-2
induce,0-1
induced,0-1
inducement,0-1-0
inducements,0-1-0
induces,0-1-0
inducing,0-1-0
induct,0-1
inducted,0-1-0
inducted,0-1-0
inductee,0-1-1
induction,0-1-0
inductor,0-1-0
indulge,0-1
indulged,0-1
indulgence,0-1-0
indulgences,0-1-0-0
indulgences,0-1-0-0
indulgent,0-1-0
indulges,0-1-0
indulging,0-1-0
Indus,1-0
industrial,0-1-0-0
industrialist,0-1-0-0-0
industrialists,0-1-0-0-0
industrialists,0-1-0-0-0
industrialists,0-1-0-0-0
industrialization,0-2-0-0-0-1-0
industrialized,0-1-0-0-2
Industrials,0-1-0-0
industries,1-0-0
industrious,0-1-0-0
industry,1-0-0
Indy,1-0
inebriate,0-1-0-2
inebriated,0-1-0-2-0
inebriates,0-1-0-2
inebriating,0-1-0-2-0
inedible,0-1-0-0
ineffable,0-1-0-0
ineffective,0-0-1-0
ineffectiveness,2-0-1-0-0
ineffectual,2-0-1-0-0
inefficiency,0-0-1-0-0
inefficient,0-0-1-0
inefficiently,0-0-1-0-0
ineligible,0-1-0-0-0
inept,0-1
ineptitude,0-1-0-2
Ineptly,0-1-0
ineptness,0-1-0
inequalities,2-0-1-0-0
inequalities,2-0-1-0-0
inequalities,1-0-1-0-0
inequality,2-0-1-0-0
inequality,2-0-1-0-0
inequality,1-0-1-0-0
inequitable,0-1-0-0-0
inequities,0-1-0-0
inequity,0-1-0-0
inert,0-1
inertia,0-1-0
inertial,0-1-0
inertness,0-1-0
inescapable,2-0-1-0-0
inevitability,0-2-0-0-1-0-0
inevitable,0-1-0-0-0
inevitably,0-1-0-0-0
inexact,0-0-1
inexcusable,0-0-1-0-0
inexcusably,0-0-1-0-0
inexhaustible,0-0-1-0-0
inexorable,2-1-0-0-0
inexorably,0-1-0-0-0
inexpensive,2-0-1-0
inexpensively,2-0-1-0-0
inexperience,2-0-1-0-0
inexperienced,0-0-1-0-0
inexplicable,2-0-1-0-0
inexplicably,2-0-1-0-0
inextricably,0-1-0-0-0
infallibility,0-2-0-1-0-0
infallible,0-1-0-0
infamous,1-0-0
infamy,1-0-0
infancy,1-0-0
infant,1-0
infanticide,0-1-0-2
infantile,1-0-0
infantry,1-0-0
infantryman,1-0-0-0
infantrymen,1-0-0-0
infants,1-0
infarction,0-1-0
infatuated,0-1-0-2-0
infatuates,0-1-0-2
infatuation,0-2-0-1-0
infect,0-1
infected,0-1-0
infected,0-1-0
infecting,0-1-0
infection,0-1-0
infections,0-1-0
infectious,0-1-0
infects,0-1
infer,0-1
inference,1-0-0
inferences,1-0-2-0
inferior,0-1-0-0
inferiority,2-0-0-1-0-0
infernal,0-1-0
inferno,0-1-0
inferred,0-1
inferring,0-1-0
infers,0-1
infertile,0-1-0
infertility,2-0-1-0-0
infest,0-1
infestation,0-1-1-0
infestations,2-2-1-0
infested,0-1-0
infested,0-1-0
infests,2-1
infests,2-1
infests,0-1
infidel,1-0-2
infidelities,2-0-1-0-0
infidelity,2-0-1-0-0
infidels,1-0-0
infield,1-2
infielder,1-2-0
infielders,1-2-0
infighting,1-2-0
infiltrate,0-1-2
infiltrate,1-0-2
infiltrated,0-1-2-0
infiltrated,1-0-2-0
infiltrating,0-1-2-0
infiltration,2-0-1-0
infiltrator,1-0-2-0
infiltrators,1-0-2-0
infinite,1-0-0
infinitely,1-0-0-0
infinitesimal,2-0-0-1-0-0
infinitive,0-1-0-0
infinitum,0-1-0-0
infinity,0-1-0-0
infinity,0-1-0-0
infirm,0-1
infirmary,0-1-0-0
infirmities,0-1-0-0
infirmity,0-1-0-0
inflame,0-1
inflamed,0-1
inflames,0-1
inflaming,0-1-0
inflammable,0-1-0-0
inflammation,2-0-1-0
inflammatory,0-1-0-2-0
inflatable,0-1-0-0
inflate,0-1
inflated,0-1-0
inflated,0-1-0
inflates,0-1
inflating,0-1-0
inflation,0-1-0
inflationary,0-1-0-2-0
inflection,0-1-0
inflections,0-1-0
inflexibility,0-2-0-1-0-0
inflexible,0-1-0-0
inflict,0-1
inflicted,0-1-0
inflicting,0-1-0
infliction,0-1-0
inflicts,0-1
inflicts,0-1
inflow,1-2
influence,1-0-0
influenced,1-0-0
influences,1-2-0-0
influencing,1-2-0-0
influential,2-0-1-0
influenza,2-0-1-0
influx,1-2
info,1-0
infomercial,1-0-2-0
infomercials,1-0-2-0
inform,0-1
informal,0-1-0
informality,2-0-1-0-0
informally,0-1-0-0
informant,0-1-0
informants,0-1-0
information,0-1-1-0
information,2-0-1-0
informational,0-1-1-0-0
informational,2-0-1-0-0
informative,0-1-0-0
informed,0-1
informer,0-1-0
informers,0-1-0
informing,0-1-0
informs,0-1
infotainment,0-0-1-0
infra,1-0
infraction,0-1-0
infractions,0-1-0
infrared,2-0-1
infrastructure,2-0-1-0
infrastructures,2-0-1-0
infrequent,0-1-0
infrequently,0-1-0-0
infringe,0-1
infringed,0-1
infringement,0-1-0
infringes,0-1-0
infringing,0-1-0
infuriate,0-1-0-2
infuriated,0-1-0-2-0
infuriated,0-1-0-2-0
infuriates,0-1-0-2
infuriating,0-1-0-2-0
infuse,0-1
infused,0-1
infuses,0-1-0
infusing,0-1-0
infusion,0-1-0
infusions,0-1-0
ing,1
ingenious,0-1-0
ingenue,1-0-2
ingenue,1-0-0
ingenue,0-1-0
ingenue,0-1-0
ingenuity,0-0-1-0-0
ingenuous,0-1-0-0
ingest,0-1
ingested,0-1-0
ingesting,0-1-0
ingestion,0-1-0
ingle,1-0
ingles,1-0
inglorious,0-1-0-0
ingot,1-0
ingots,1-0
ingrained,0-1
ingratiate,0-1-0-2
ingratiating,0-1-0-2-0
ingredient,0-1-0-0
ingredients,0-1-0-0
inhabit,0-1-0
inhabitant,0-1-0-0
inhabitant,0-1-0-0
inhabitants,0-1-0-0
inhabitants,0-1-0-0
inhabited,0-1-0-0
inhabiting,0-1-0-0
inhabits,0-1-0
inhalation,0-0-1-0
inhalation,2-0-1-0
inhale,0-1
inhaled,0-1
inhaler,0-1-0
inhalers,0-1-0
inhaling,0-1-0
inherent,0-1-0
inherent,0-1-0
inherently,0-1-0-0
inherently,0-1-0-0
inherit,0-1-0
inheritable,0-1-0-0-0
inheritance,0-1-0-0
inherited,0-1-0-0
inheriting,0-1-0-0
inheritor,0-1-0-0
inherits,0-1-0
inhibit,0-1-0
inhibited,0-1-0-0
inhibiting,0-1-0-0
inhibition,2-0-1-0
inhibition,2-0-1-0
inhibitions,2-0-1-0
inhibitions,2-0-1-0
inhibitor,0-1-0-0
inhibitors,0-1-0-0
inhibits,0-1-0
inhospitable,0-1-0-0-0
inhospitable,0-0-1-0-0
inhuman,0-1-0
inhumane,0-0-1
inhumanity,0-0-1-0-0
inimical,0-1-0-0
inimitable,0-1-0-0-0
iniquity,0-1-0-0
initial,0-1-0
initialed,0-1-0
initialing,0-1-0-0
initialize,0-1-0-2
initialized,0-1-0-2
initially,0-1-0-0
initials,0-1-0
initiate,0-1-0-2
initiated,0-1-0-2-0
initiated,0-1-0-2-0
initiates,0-1-0-0
Initiating,0-1-0-2-0
initiation,0-2-0-1-0
initiative,0-1-0-0
initiative,0-1-0-0
initiatives,0-1-0-0
initiatives,0-1-0-0
inject,0-1
injected,0-1-0
injected,0-1-0
injecting,0-1-0
injection,0-1-0
injections,0-1-0
injector,0-1-0
injectors,0-1-0
injects,0-1
injudicious,0-2-1-0
injunction,0-1-0
injunction,0-1-0
injunctions,0-1-0
injunctions,0-1-0
injunctive,0-1-0
injunctive,0-1-0
injure,1-0
injured,1-0
injures,1-0
injuries,1-0-0
injuring,1-0-0
injurious,0-1-0-0
injury,1-0-0
injustice,0-1-0
injustices,0-1-0-0
ink,1
inkblot,1-2
inkling,1-0
inks,1
Inky,1-0
inlaid,1-2
inland,1-2
inlay,1-2
inlet,1-2
inlets,1-2
inmate,1-2
inmates,1-2
inn,1
innards,1-0
innate,0-1
innately,0-1-0
inner,1-0
innermost,1-0-2
inning,1-0
innings,1-0
innkeeper,1-2-0
innocence,1-0-0
innocent,1-0-0
innocently,1-0-0-0
innocents,1-0-0
innoculation,0-2-0-1-0
innocuous,0-1-0-0
innovate,1-0-2
innovate,1-0-2
innovated,1-0-2-0
innovated,1-0-2-0
innovates,1-0-2
innovates,1-0-2
innovating,2-0-1-0
innovating,2-0-1-0
innovation,2-0-1-0
innovation,2-0-1-0
innovations,2-0-1-0
innovations,2-0-1-0
innovative,1-0-2-0
innovative,1-0-2-0
innovator,1-0-2-0
innovator,1-0-2-0
innovators,1-0-2-0
innovators,1-0-2-0
inns,1
innuendo,0-0-1-0
innuendoes,0-0-1-0
innuendos,0-0-1-0
innumerable,0-1-0-0-0
inoculate,0-1-0-2
inoculated,0-1-0-2-0
inoculation,0-2-0-1-0
inoculations,0-2-0-1-0
inoffensive,0-0-1-0
inoperable,0-1-0-0-0
inoperative,0-1-0-0-0
inopportune,0-2-0-1
inordinate,0-1-0-0
inordinately,0-1-0-0-0
inorganic,0-0-1-0
inpatient,1-2-0
input,1-2
inputs,1-2
inquest,1-2
inquire,0-1
inquired,0-1-0
Inquirer,0-1-0
inquires,0-1-0
inquiries,0-1-0-0
inquiries,1-0-0
inquiring,0-1-0-0
inquiry,0-1-0
inquiry,0-0-0
inquisition,2-0-1-0
inquisitive,0-1-0-0
inquisitor,0-1-0-0
inroads,1-2
ins,1-1-1
ins,1
insane,0-1
insanity,0-1-0-0
insanity,0-1-0-0
insatiable,0-1-0-0
inscribe,0-1
inscribed,0-1
inscribing,0-1-0
inscription,0-1-0
inscriptions,0-1-0
inscrutable,0-1-0-0
insect,1-2
insecticide,0-1-0-2
insecticides,0-1-0-2
insectivorous,0-0-1-0-0
insects,1-2
insecure,1-0-0
insecurities,2-0-1-0-0
insecurity,2-0-1-0-0
inseminate,0-1-0-2
insemination,0-2-0-1-0
insensible,0-1-0-0
insensitive,0-1-0-0
insensitive,0-1-0-0
insensitivity,0-2-0-1-0-0
inseparable,0-1-0-0-0
insert,0-1
insert,1-2
inserted,0-1-0
inserted,0-1-0
inserting,0-1-0
insertion,0-1-0
inserts,0-1
inserts,1-2
inset,1-2
inshore,1-1
inside,0-1
inside,1-2
insider,0-1-0
insiders,0-1-0
insides,0-1
insides,1-0
insidious,0-1-0-0
insight,1-2
insightful,1-2-0
insights,1-2
insignia,0-1-0-0
insignificance,2-0-1-0-0
insignificant,2-0-1-0-0
insincere,2-0-1
insinuate,0-1-0-0
insinuated,0-1-0-0-0
insinuates,0-1-0-0
insinuating,0-1-0-0-0
insinuation,0-2-0-1-0
insinuations,0-2-0-1-0
insist,0-1
insisted,0-1-0
insisted,0-1-0
insistence,0-1-0
